hu_site_limit,point_granularity,point_longitude,fl_site_deductible,hu_site_deductible,point_latitude,fl_site_limit,county,construction,tiv_2011,policyID,fr_site_deductible,tiv_2012,eq_site_deductible,line,fr_site_limit,eq_site_limit,statecode
235696.5,1,-81.45489,0,0,30.64448,235696.5,NASSAU COUNTY,Wood,235696.5,201980,0,353171.41,0,Residential,235696.5,235696.5,FL
18000,1,-81.449318,0,540,30.653568,18000,NASSAU COUNTY,Wood,18000,351505,0,16830,0,Residential,18000,18000,FL
1772074.8,1,-81.44969,0,0,30.65118,1772074.8,NASSAU COUNTY,Masonry,1772074.8,798806,0,1768133.71,0,Residential,1772074.8,1772074.8,FL
95922,1,-81.44969,0,0,30.65118,95922,NASSAU COUNTY,Wood,95922,153643,0,150073.42,0,Residential,95922,95922,FL
20763,1,-81.44969,0,0,30.65118,20763,NASSAU COUNTY,Wood,20763,683653,0,20966.31,0,Residential,20763,20763,FL
16560000,1,-81.442482,0,497691,30.639568,0,NASSAU COUNTY,Reinforced Concrete,16560000,475264,0,20610000,0,Commercial,0,0,FL
582759.1,4,-81.539909,0,0,30.59491,0,NASSAU COUNTY,Masonry,582759.1,912944,0,1020490.44,0,Residential,0,0,FL
2244.53,4,-81.539909,0,0,30.59491,0,NASSAU COUNTY,Wood,2244.53,945134,0,2937.46,0,Residential,0,0,FL
196396.18,4,-81.539909,0,0,30.59491,0,NASSAU COUNTY,Wood,196396.18,219959,0,190425.74,0,Residential,0,0,FL
21500.33,3,-81.455986,0,0,30.6119,0,NASSAU COUNTY,Wood,21500.33,793504,0,19687.96,0,Residential,0,0,FL
74091.86,1,-81.546837,0,0,30.596535,0,NASSAU COUNTY,Wood,74091.86,450423,0,110035.31,0,Residential,0,0,FL
86863.23,1,-81.546837,0,0,30.596535,0,NASSAU COUNTY,Wood,86863.23,505178,0,123807.2,0,Residential,0,0,FL
796134.02,1,-81.45235,0,0,30.66665,0,NASSAU COUNTY,Masonry,796134.02,408688,0,838972.4,0,Residential,0,0,FL
298522.2,1,-81.463341,0,0,30.657654,0,NASSAU COUNTY,Wood,298522.2,477759,0,227585.86,0,Residential,0,0,FL
23118.64,1,-81.46358,0,0,30.65838,0,NASSAU COUNTY,Wood,23118.64,882441,0,23505.92,0,Residential,0,0,FL
63407.91,1,-81.461609,0,0,30.617165,0,NASSAU COUNTY,Wood,63407.91,727602,0,78862,0,Residential,0,0,FL
285728.39,1,-81.457794,0,0,30.617874,0,NASSAU COUNTY,Wood,285728.39,313226,0,288837.12,0,Residential,0,0,FL
9016.27,4,-81.453941,0,0,30.663744,0,NASSAU COUNTY,Wood,9016.27,337027,0,9045.12,0,Residential,0,0,FL
80915.23,3,-81.454628,0,0,30.67024,0,NASSAU COUNTY,Wood,80915.23,649251,0,98214.9,0,Residential,0,0,FL
28898.3,1,-81.465965,0,0,30.61945,0,NASSAU COUNTY,Wood,28898.3,142564,0,36004.04,0,Residential,0,0,FL
1505741.49,1,-81.446259,0,0,30.610081,0,NASSAU COUNTY,Masonry,1505741.49,197782,0,2197471.6,0,Residential,0,0,FL
53078.59,1,-81.446259,0,0,30.610081,0,NASSAU COUNTY,Wood,53078.59,709787,0,62305.99,0,Residential,0,0,FL
162952.72,3,-81.46572,0,0,30.67044,0,NASSAU COUNTY,Wood,162952.72,655065,0,185883.43,0,Residential,0,0,FL
2261249.55,1,-81.464905,0,0,30.671413,0,NASSAU COUNTY,Reinforced Masonry,2261249.55,176778,0,1825782.64,0,Commercial,0,0,FL
1363101.75,1,-81.45117,0,0,30.65501,0,NASSAU COUNTY,Masonry,1363101.75,559179,0,1619364.87,0,Residential,0,0,FL
295716.54,3,-81.43205,0,0,30.665545,0,NASSAU COUNTY,Wood,295716.54,698071,0,247758.41,0,Residential,0,0,FL
392231.24,4,-81.43702,0,0,30.63862,0,NASSAU COUNTY,Masonry,392231.24,642950,0,344336.66,0,Residential,0,0,FL
192917.17,1,-81.45235,0,0,30.66665,0,NASSAU COUNTY,Wood,192917.17,477240,0,238214.12,0,Residential,0,0,FL
168339.59,1,-81.44564,0,0,30.63833,0,NASSAU COUNTY,Wood,168339.59,672348,0,269983.03,0,Residential,0,0,FL
316029.52,1,-81.457794,0,0,30.617874,0,NASSAU COUNTY,Wood,316029.52,922844,0,337216.14,0,Residential,0,0,FL
151505.63,3,-81.458395,0,0,30.67069,0,NASSAU COUNTY,Wood,151505.63,948580,0,185310.32,0,Residential,0,0,FL
280565.98,1,-81.46358,0,0,30.65838,0,NASSAU COUNTY,Wood,280565.98,364552,0,329505.66,0,Residential,0,0,FL
460128.2,1,-81.46492,0,0,30.671312,0,NASSAU COUNTY,Masonry,460128.2,561601,0,792672.06,0,Residential,0,0,FL
324000,1,-81.485847,0,9720,30.626793,0,NASSAU COUNTY,Wood,324000,584749,0,506745.07,0,Residential,324000,0,FL
212850,1,-82.7109,0,0,29.925,212850,COLUMBIA COUNTY,Wood,212850,601327,0,340143.88,0,Residential,212850,212850,FL
135000,1,-82.71114,0,0,29.9248,135000,COLUMBIA COUNTY,Wood,135000,302578,0,150719.13,0,Residential,135000,135000,FL
94284,1,-82.63364,0,0,29.90334,94284,COLUMBIA COUNTY,Wood,94284,756585,0,100714.17,0,Residential,94284,94284,FL
6300,1,-82.639236,0,0,29.919149,6300,COLUMBIA COUNTY,Wood,6300,627591,0,9566.42,0,Residential,6300,6300,FL
1248407.1,3,-82.7088,0,0,29.9301,0,COLUMBIA COUNTY,Masonry,1248407.1,663563,0,1417531.31,0,Residential,0,1248407.1,FL
114170.34,3,-82.70641,0,0,30.041415,0,COLUMBIA COUNTY,Wood,114170.34,108959,0,136068.22,0,Residential,0,0,FL
498344.66,1,-82.71411,0,0,29.92143,0,COLUMBIA COUNTY,Masonry,498344.66,951069,0,434656.21,0,Residential,0,0,FL
910.22,3,-82.16215,0,0,30.265605,0,BAKER COUNTY,Wood,910.22,490641,0,1346.55,0,Residential,0,0,FL
3195.34,3,-82.160875,0,0,30.27125,0,BAKER COUNTY,Wood,3195.34,443968,0,4551.39,0,Residential,0,0,FL
172157.99,1,-81.658165,0,0,29.980408,0,CLAY COUNTY,Wood,172157.99,433688,0,171582.99,0,Residential,0,0,FL
945000,1,-81.82975,0,0,30.0517,945000,CLAY COUNTY,Masonry,945000,168578,0,750524.67,0,Residential,945000,945000,FL
76500,1,-81.82975,0,0,30.0517,76500,CLAY COUNTY,Wood,76500,294375,0,121368.78,0,Residential,76500,76500,FL
76500,1,-81.82975,0,0,30.0517,76500,CLAY COUNTY,Wood,76500,902110,0,94517.28,0,Residential,76500,76500,FL
431726.4,1,-81.70777,0,0,29.98839,0,CLAY COUNTY,Masonry,431726.4,279816,0,640896.11,0,Residential,0,431726.4,FL
11767.98,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,11767.98,994565,0,14137.95,0,Residential,0,0,FL
15981.99,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,15981.99,930535,0,25400.89,0,Residential,0,0,FL
35302.09,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,35302.09,844642,0,47059.67,0,Residential,0,0,FL
26396.15,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,26396.15,292887,0,28938.78,0,Residential,0,0,FL
7536.5,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,7536.5,655128,0,10216,0,Residential,0,0,FL
13198.07,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,164038,0,16695.56,0,Residential,0,0,FL
29410.75,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,29410.75,163057,0,25890.52,0,Residential,0,0,FL
13198.07,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,327730,0,11239.53,0,Residential,0,0,FL
25780.36,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,25780.36,218187,0,35155,0,Residential,0,0,FL
9806.65,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,697530,0,16990.72,0,Residential,0,0,FL
15992.1,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,15992.1,619053,0,23431.62,0,Residential,0,0,FL
9806.65,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,431406,0,7026.15,0,Residential,0,0,FL
13198.07,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,256801,0,22117.33,0,Residential,0,0,FL
304842.43,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,304842.43,571398,0,250185.41,0,Residential,0,0,FL
13198.07,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,239669,0,13200.19,0,Residential,0,0,FL
48252.01,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,48252.01,530369,0,36139.79,0,Residential,0,0,FL
9806.65,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,948187,0,13926.22,0,Residential,0,0,FL
9190.86,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9190.86,571059,0,14678.43,0,Residential,0,0,FL
68931.45,3,-81.67742,0,0,29.993125,0,CLAY COUNTY,Wood,68931.45,470539,0,85159.98,0,Residential,0,0,FL
68931.45,3,-81.67742,0,0,29.993125,0,CLAY COUNTY,Wood,68931.45,791046,0,99578.92,0,Residential,0,0,FL
27572.58,3,-81.67742,0,0,29.993125,0,CLAY COUNTY,Wood,27572.58,563971,0,30033.98,0,Residential,0,0,FL
13786.29,3,-81.67742,0,0,29.993125,0,CLAY COUNTY,Wood,13786.29,823903,0,22316.42,0,Residential,0,0,FL
9190.86,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9190.86,812504,0,10540.08,0,Residential,0,0,FL
102937.63,1,-81.689049,0,0,29.995916,0,CLAY COUNTY,Wood,102937.63,597719,0,94857.02,0,Residential,0,0,FL
19605.94,3,-81.683899,0,0,30.004622,0,CLAY COUNTY,Wood,19605.94,716513,0,18479.62,0,Residential,0,0,FL
13198.07,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,378286,0,16161.17,0,Residential,0,0,FL
9806.65,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,698982,0,12391.68,0,Residential,0,0,FL
9806.65,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,624550,0,13533.17,0,Residential,0,0,FL
11764.3,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,11764.3,666076,0,11058.82,0,Residential,0,0,FL
7619.22,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,7619.22,474145,0,6304.92,0,Residential,0,0,FL
13198.07,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13198.07,572929,0,18039.84,0,Residential,0,0,FL
6433.6,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,6433.6,640205,0,8588.09,0,Residential,0,0,FL
6617.42,3,-81.70065,0,0,30.0156,0,CLAY COUNTY,Wood,6617.42,295930,0,5824.75,0,Residential,0,0,FL
9806.65,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,9806.65,823004,0,9970.77,0,Residential,0,0,FL
8712.94,3,-81.683762,0,0,30.004385,0,CLAY COUNTY,Wood,8712.94,230536,0,10813.94,0,Residential,0,0,FL
301000.66,3,-81.684,0,0,30.00421,0,CLAY COUNTY,Wood,301000.66,936142,0,321265.52,0,Residential,0,0,FL
57442.87,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,57442.87,724639,0,86664.06,0,Residential,0,0,FL
18381.72,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,18381.72,119986,0,15298.37,0,Residential,0,0,FL
3032.98,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,3032.98,603370,0,4916.61,0,Residential,0,0,FL
3032.98,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,3032.98,532496,0,4227.37,0,Residential,0,0,FL
9007.04,4,-81.71087,0,0,30.00169,0,CLAY COUNTY,Wood,9007.04,786954,0,7864.77,0,Residential,0,0,FL
18381.72,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,18381.72,416348,0,27063.92,0,Residential,0,0,FL
652150.86,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Masonry,652150.86,506364,0,614169.6,0,Residential,0,0,FL
75824.59,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,75824.59,311994,0,85602.93,0,Residential,0,0,FL
91908.6,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,91908.6,807442,0,94516.04,0,Residential,0,0,FL
45954.3,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,45954.3,235695,0,41626.05,0,Residential,0,0,FL
64336.02,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,64336.02,481294,0,69354.23,0,Residential,0,0,FL
234366.92,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,234366.92,292670,0,184597.7,0,Residential,0,0,FL
13786.29,1,-81.698914,0,0,30.006186,0,CLAY COUNTY,Wood,13786.29,127739,0,17192.67,0,Residential,0,0,FL
22977.15,3,-81.71524,0,0,29.9994,0,CLAY COUNTY,Wood,22977.15,869056,0,22060.5,0,Residential,0,0,FL
18381.72,3,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,18381.72,514471,0,27269.28,0,Residential,0,0,FL
91908.6,3,-81.684074,0,0,29.99534,0,CLAY COUNTY,Wood,91908.6,903764,0,130879.31,0,Residential,0,0,FL
43840.4,3,-81.69477,0,0,29.98799,0,CLAY COUNTY,Wood,43840.4,192068,0,39041.19,0,Residential,0,0,FL
38601.61,3,-81.698545,0,0,30.00593,0,CLAY COUNTY,Wood,38601.61,109815,0,63272.13,0,Residential,0,0,FL
413588.69,3,-81.676795,0,0,29.98272,0,CLAY COUNTY,Masonry,413588.69,495339,0,420116.77,0,Residential,0,0,FL
13786.29,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,13786.29,752123,0,18320.32,0,Residential,0,0,FL
22977.15,3,-81.699965,0,0,30.00228,0,CLAY COUNTY,Wood,22977.15,412775,0,28403.71,0,Residential,0,0,FL
25274.86,3,-81.65459,0,0,29.96809,0,CLAY COUNTY,Wood,25274.86,249958,0,38878,0,Residential,0,0,FL
27572.58,3,-81.687235,0,0,29.989515,0,CLAY COUNTY,Wood,27572.58,754919,0,24486.1,0,Residential,0,0,FL
137862.9,3,-81.687235,0,0,29.989515,0,CLAY COUNTY,Wood,137862.9,829637,0,127544.55,0,Residential,0,0,FL
91908.6,3,-81.687235,0,0,29.989515,0,CLAY COUNTY,Wood,91908.6,931429,0,97127.17,0,Residential,0,0,FL
22977.15,3,-81.700315,0,0,30.00414,0,CLAY COUNTY,Wood,22977.15,565451,0,31074.07,0,Residential,0,0,FL
27572.58,3,-81.684,0,0,30.00421,0,CLAY COUNTY,Wood,27572.58,722334,0,36234.34,0,Residential,0,0,FL
77254.74,3,-81.81295,0,0,29.9817,0,CLAY COUNTY,Wood,77254.74,630898,0,114400.37,0,Residential,0,0,FL
212887.5,3,-81.81295,0,0,29.9817,0,CLAY COUNTY,Wood,212887.5,166536,0,184477.66,0,Residential,0,0,FL
653122.95,1,-81.69136,0,0,29.98782,0,CLAY COUNTY,Masonry,653122.95,469135,0,1049829.83,0,Residential,0,0,FL
635702.59,1,-81.708595,0,0,30.031706,0,CLAY COUNTY,Masonry,635702.59,678786,0,803088.17,0,Residential,0,0,FL
781465.69,3,-81.661644,0,0,29.839308,0,CLAY COUNTY,Masonry,781465.69,284473,0,1174149.07,0,Residential,0,0,FL
638884.47,1,-81.695091,0,0,29.986181,0,CLAY COUNTY,Masonry,638884.47,499389,0,926230.42,0,Residential,0,0,FL
1939500,1,-81.69609,0,58185,29.98,0,CLAY COUNTY,Reinforced Masonry,1939500,541241,0,3345521.13,0,Commercial,1939500,0,FL
6760449.39,1,-81.68111,0,0,29.99665,0,CLAY COUNTY,Reinforced Masonry,6760449.39,797586,0,6739694.81,0,Commercial,0,0,FL
162366.3,1,-81.70697,0,0,30.026604,162366.3,CLAY COUNTY,Wood,162366.3,812823,0,168942.46,0,Residential,162366.3,162366.3,FL
648862.42,3,-81.675621,0,0,29.981771,0,CLAY COUNTY,Masonry,648862.42,598244,0,981993.57,0,Residential,0,0,FL
240578.59,1,-81.736023,0,0,29.997179,0,CLAY COUNTY,Wood,240578.59,788363,0,192335.37,0,Residential,0,0,FL
13467.17,1,-81.730293,0,0,30.005896,0,CLAY COUNTY,Wood,13467.17,737787,0,14335.1,0,Residential,0,0,FL
19639.62,1,-81.670074,0,0,29.892822,0,CLAY COUNTY,Wood,19639.62,445518,0,24001.58,0,Residential,0,0,FL
604316.67,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Masonry,604316.67,758347,0,622958.63,0,Residential,0,0,FL
171459.48,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,171459.48,195133,0,160656.16,0,Residential,0,0,FL
822091.98,1,-81.68175,0,0,29.99319,0,CLAY COUNTY,Masonry,822091.98,991548,0,885491.72,0,Residential,0,0,FL
85444.69,3,-81.679455,0,0,30.00093,0,CLAY COUNTY,Wood,85444.69,696936,0,124562.37,0,Residential,0,0,FL
26934.33,3,-81.742455,0,0,30.00135,0,CLAY COUNTY,Wood,26934.33,393176,0,34616.01,0,Residential,0,0,FL
162728.27,3,-81.742455,0,0,30.00135,0,CLAY COUNTY,Wood,162728.27,626647,0,266906.9,0,Residential,0,0,FL
589356.89,3,-81.742455,0,0,30.00135,0,CLAY COUNTY,Masonry,589356.89,915781,0,472322.4,0,Residential,0,0,FL
13657.95,3,-81.742455,0,0,30.00135,0,CLAY COUNTY,Wood,13657.95,827852,0,19860.19,0,Residential,0,0,FL
64726.57,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,64726.57,800420,0,71551.34,0,Residential,0,0,FL
2603338.04,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Reinforced Masonry,2603338.04,728346,0,3496699.52,0,Commercial,0,0,FL
67335.83,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,67335.83,928642,0,69182.52,0,Residential,0,0,FL
22445.28,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,22445.28,442061,0,24191.61,0,Residential,0,0,FL
31984.52,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,31984.52,810826,0,52870.8,0,Residential,0,0,FL
44890.56,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,44890.56,336798,0,60419.64,0,Residential,0,0,FL
15341.35,1,-81.755379,0,0,29.983204,0,CLAY COUNTY,Wood,15341.35,830917,0,20025.98,0,Residential,0,0,FL
1748172.94,1,-81.67947,0,0,29.99146,0,CLAY COUNTY,Masonry,1748172.94,984232,0,2274163.21,0,Residential,0,0,FL
212051.77,1,-81.714539,0,0,30.024078,0,CLAY COUNTY,Wood,212051.77,203667,0,205713.96,0,Residential,0,0,FL
238222.96,1,-81.714539,0,0,30.024078,0,CLAY COUNTY,Wood,238222.96,395084,0,347967.51,0,Residential,0,0,FL
174354.92,1,-81.714836,0,0,30.024033,0,CLAY COUNTY,Wood,174354.92,869242,0,187374.87,0,Residential,0,0,FL
29086.84,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,29086.84,704537,0,39703.53,0,Residential,0,0,FL
49883.51,3,-81.69407,0,0,29.99501,0,CLAY COUNTY,Wood,49883.51,692691,0,54682.3,0,Residential,0,0,FL
33850.85,1,-81.795082,0,0,30.046192,0,CLAY COUNTY,Wood,33850.85,580758,0,47324.63,0,Residential,0,0,FL
14204.49,1,-81.795082,0,0,30.046192,0,CLAY COUNTY,Wood,14204.49,515486,0,21284.3,0,Residential,0,0,FL
60112.94,1,-81.795082,0,0,30.046192,0,CLAY COUNTY,Wood,60112.94,884079,0,67485.56,0,Residential,0,0,FL
776595.4,4,-81.7238,0,0,29.9826,0,CLAY COUNTY,Masonry,776595.4,491095,0,788694.76,0,Residential,0,0,FL
88434.4,1,-81.7238,0,0,29.9826,0,CLAY COUNTY,Wood,88434.4,579764,0,110143.27,0,Residential,0,0,FL
61724.52,1,-81.68678,0,0,29.992,0,CLAY COUNTY,Wood,61724.52,263177,0,50970.62,0,Residential,0,0,FL
33667.92,3,-81.724515,0,0,29.99327,0,CLAY COUNTY,Wood,33667.92,710739,0,45290.08,0,Residential,0,0,FL
64275.42,1,-81.68678,0,0,29.992,0,CLAY COUNTY,Wood,64275.42,156129,0,80342.73,0,Residential,0,0,FL
216363.6,1,-82.202431,0,0,29.869762,0,BRADFORD COUNTY,Wood,216363.6,178800,0,347251.89,0,Residential,0,216363.6,FL
106317.27,3,-82.135475,0,0,29.86261,0,BRADFORD COUNTY,Wood,106317.27,406073,0,105384.87,0,Residential,0,0,FL
170207.57,1,-82.135536,0,0,29.864408,0,BRADFORD COUNTY,Wood,170207.57,450089,0,148194.97,0,Residential,0,0,FL
189999.9,1,-81.9198,0,0,30.687055,0,NASSAU COUNTY,Wood,189999.9,894206,0,291171.43,0,Residential,0,189999.9,FL
635996.7,4,-81.9576,0,0,30.7595,0,NASSAU COUNTY,Masonry,635996.7,472007,0,1010881.77,0,Residential,0,635996.7,FL
1729530,4,-81.908635,0,0,30.69844,0,NASSAU COUNTY,Masonry,1729530,500287,0,2062651.31,0,Residential,0,1729530,FL
110218.53,3,-81.919342,0,0,30.690071,0,NASSAU COUNTY,Wood,110218.53,365732,0,114569.52,0,Residential,0,0,FL
123995.38,3,-81.919342,0,0,30.690071,0,NASSAU COUNTY,Wood,123995.38,365145,0,142594.69,0,Residential,0,0,FL
13777.78,3,-81.919342,0,0,30.690071,0,NASSAU COUNTY,Wood,13777.78,237841,0,22931.74,0,Residential,0,0,FL
38954.52,1,-81.923798,0,0,30.692579,0,NASSAU COUNTY,Wood,38954.52,497561,0,30813.03,0,Residential,0,0,FL
428020.45,1,-81.923798,0,0,30.692579,0,NASSAU COUNTY,Masonry,428020.45,245837,0,590955.85,0,Residential,0,0,FL
38954.52,3,-81.928619,0,0,30.687847,0,NASSAU COUNTY,Wood,38954.52,732075,0,44390.39,0,Residential,0,0,FL
3505598.5,1,-81.917923,0,0,30.698156,0,NASSAU COUNTY,Reinforced Masonry,3505598.5,657625,0,5610030.32,0,Commercial,0,0,FL
140160.38,1,-81.923798,0,0,30.692579,0,NASSAU COUNTY,Wood,140160.38,790556,0,195355.54,0,Residential,0,0,FL
60397.19,3,-82.010965,0,0,30.68227,0,NASSAU COUNTY,Wood,60397.19,207626,0,73202.3,0,Residential,0,0,FL
1138559.14,1,-81.90805,0,0,30.68758,0,NASSAU COUNTY,Masonry,1138559.14,902008,0,1124171.17,0,Residential,0,0,FL
4623.3,3,-82.95187,0,0,30.51869,0,HAMILTON COUNTY,Wood,4623.3,135936,0,7055.16,0,Residential,4623.3,0,FL
34212.42,3,-82.95187,0,0,30.51869,0,HAMILTON COUNTY,Wood,34212.42,997759,0,42302.97,0,Residential,0,0,FL
11095.92,3,-82.95187,0,0,30.51869,0,HAMILTON COUNTY,Wood,11095.92,470224,0,10246.42,0,Residential,0,0,FL
25899.23,1,-82.95285,0,0,30.505239,0,HAMILTON COUNTY,Wood,25899.23,367761,0,35000.32,0,Residential,0,0,FL
10211.17,1,-82.95285,0,0,30.505239,0,HAMILTON COUNTY,Wood,10211.17,285586,0,18829.64,0,Residential,0,0,FL
4084.47,4,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,4084.47,122164,0,3579.34,0,Residential,0,0,FL
26920.35,3,-83.006185,0,0,30.465835,0,HAMILTON COUNTY,Wood,26920.35,152913,0,28007.93,0,Residential,0,0,FL
80668.21,1,-82.95845,0,0,30.523375,0,HAMILTON COUNTY,Wood,80668.21,655156,0,70626.63,0,Residential,0,0,FL
70642.7,1,-82.95845,0,0,30.523375,0,HAMILTON COUNTY,Wood,70642.7,989201,0,63476.71,0,Residential,0,0,FL
263169.6,4,-82.950535,0,0,30.52085,0,HAMILTON COUNTY,Wood,263169.6,207985,0,368477.97,0,Residential,0,0,FL
15873.72,1,-82.94598,0,0,30.51929,0,HAMILTON COUNTY,Wood,15873.72,732449,0,12857.71,0,Residential,0,0,FL
246924.56,1,-82.954086,0,0,30.519608,0,HAMILTON COUNTY,Wood,246924.56,665653,0,419574.22,0,Residential,0,0,FL
942304.98,4,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Masonry,942304.98,939634,0,1133298.89,0,Residential,0,0,FL
12996.03,4,-82.955515,0,0,30.52296,0,HAMILTON COUNTY,Wood,12996.03,981796,0,17111.87,0,Residential,0,0,FL
42886.9,3,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,42886.9,269573,0,66233.75,0,Residential,0,0,FL
2784.86,4,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,2784.86,602123,0,4613.35,0,Residential,0,0,FL
105764.12,1,-82.948914,0,0,30.518326,0,HAMILTON COUNTY,Wood,105764.12,336717,0,116617.63,0,Residential,0,0,FL
18419.71,3,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,18419.71,238449,0,26153.37,0,Residential,0,0,FL
36836.28,3,-82.960715,0,0,30.52904,0,HAMILTON COUNTY,Wood,36836.28,530357,0,38632.56,0,Residential,0,0,FL
214534.66,3,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,214534.66,896911,0,252790.47,0,Residential,0,0,FL
44199.98,3,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,44199.98,391646,0,54449.07,0,Residential,0,0,FL
51130.14,3,-82.9527,0,0,30.496,0,HAMILTON COUNTY,Wood,51130.14,710345,0,53139.05,0,Residential,0,0,FL
194537.7,4,-83.1456,0,0,30.5696,0,HAMILTON COUNTY,Wood,194537.7,944525,0,156395.86,0,Residential,0,194537.7,FL
28776.92,3,-83.236685,0,0,30.599605,0,HAMILTON COUNTY,Wood,28776.92,800878,0,32189.87,0,Residential,0,0,FL
151310.92,1,-83.09455,0,0,30.58925,0,HAMILTON COUNTY,Wood,151310.92,866106,0,158091.16,0,Residential,0,0,FL
179562.23,1,-83.1456,0,0,30.5696,0,HAMILTON COUNTY,Wood,179562.23,204794,0,147384.67,0,Residential,0,0,FL
16833.96,4,-83.1456,0,0,30.5696,0,HAMILTON COUNTY,Wood,16833.96,849458,0,19110.92,0,Residential,0,0,FL
24914.26,3,-83.1456,0,0,30.5696,0,HAMILTON COUNTY,Wood,24914.26,806471,0,33937.58,0,Residential,0,0,FL
169461.85,1,-83.09906,0,0,30.603361,0,HAMILTON COUNTY,Wood,169461.85,464589,0,242525.33,0,Residential,0,0,FL
407520,3,-82.3414,0,0,30.02339,407520,UNION COUNTY,Masonry,407520,591943,0,652935.06,0,Residential,407520,407520,FL
137160,3,-82.3414,0,0,30.02339,137160,UNION COUNTY,Wood,137160,973133,0,235651.85,0,Residential,137160,137160,FL
123300,1,-82.33126,0,0,30.02756,123300,UNION COUNTY,Wood,123300,743965,0,117740.65,0,Residential,123300,123300,FL
37823.84,3,-82.409576,0,0,29.934589,0,UNION COUNTY,Wood,37823.84,528185,0,66198.38,0,Residential,0,0,FL
181487.52,3,-82.338158,0,0,30.024082,0,UNION COUNTY,Wood,181487.52,219113,0,272492.62,0,Residential,0,0,FL
948148.79,1,-82.344803,0,0,30.017946,0,UNION COUNTY,Masonry,948148.79,376803,0,1344182.96,0,Residential,0,0,FL
585000,1,-82.63482,0,0,30.19826,585000,COLUMBIA COUNTY,Masonry,585000,233559,0,516026.16,0,Residential,585000,585000,FL
82620,4,-82.6422,0,0,30.2598,82620,COLUMBIA COUNTY,Wood,82620,579117,0,67513.1,0,Residential,82620,82620,FL
